"PA Code",NSC Code,NCES Code,AUN Code,"ULCS Code",SRC School ID,School Name (ULCS),Publication Name,Admission Type,"Year Opened","Grade Level (based on enrollment)",Current Grade Span Served,"Authorized Grade Span at Scale",Phasing-In ,Phasing-Out,Governance,Charter Management Organization,School Reporting Category,Alternate Education Type,Turnaround Model,Turaround Year,CTE Status,Title I Designation,Federal Accountability Designation,City Council District (2000),Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Principal Name,Learning Network,Learning Network 2,Assistant Superintendent,Pre-K On-Site Indicator,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
3739,N/A,4.21899E+11,126515001,7270,727,"FINLETTER, THOMAS K. SCHOOL",Thomas K. Finletter School,NEIGHBORHOOD,1930,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,6101 N. FRONT ST.,PHILADELPHIA               ,PA,19120,215-276-5265,215-276-5285,Tamara Edwards,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7231,N/A,4.21899E+11,126515001,7280,728,"FRANKLIN, BENJAMIN SCHOOL",Benjamin Franklin School,NEIGHBORHOOD,1915,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,5735 RISING SUN AVE.,PHILADELPHIA               ,PA,19120,215-728-5017,215-728-5992,Roslynn Sample-Green,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
4963,N/A,4.21899E+11,126515001,7290,729,"STEARNE, ALLEN M. SCHOOL",Allen M. Stearne School,NEIGHBORHOOD,1968,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,PRIORITY,7,N/A,1655 UNITY ST.,PHILADELPHIA               ,PA,19124,215-537-2522,215-537-2918,Jessica Ramos,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3742,N/A,4.21899E+11,126515001,7300,730,"HOPKINSON, FRANCIS SCHOOL",Francis Hopkinson School,NEIGHBORHOOD,1927,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,4001 L ST.,PHILADELPHIA               ,PA,19124,215-537-2526,215-537-2900,Margaret Shriver,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3751,N/A,4.21899E+11,126515001,7310,731,FELTONVILLE INTERMEDIATE,Feltonville Intermediate School,NEIGHBORHOOD,1908,ELEMENTARY,5-Mar,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,238 E. WYOMING AVE.,PHILADELPHIA               ,PA,19120,215-456-3012,215-456-0122,Lisa Matthews,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,0,0,0,1,1,1,0,0,0,0,0,0,0
3743,N/A,4.21899E+11,126515001,7320,732,"HOWE, JULIA WARD SCHOOL",Julia W. Howe School,NEIGHBORHOOD,1913,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,5800 N. 13TH ST.,PHILADELPHIA               ,PA,19141,215-276-5270,215-276-5380,Doaquin Jessup,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3744,N/A,4.21899E+11,126515001,7330,733,"LAWTON, HENRY W. SCHOOL",Henry W. Lawton School,NEIGHBORHOOD,1973,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,6101 JACKSON ST.,PHILADELPHIA               ,PA,19135,215-335-5659,215-335-5325,Arnetta Imes,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,1,1,1,1,1,1,1,0,0,0,0,0,0,0
7232,N/A,4.21899E+11,126515001,7350,735,"LOWELL, JAMES R. SCHOOL",James R. Lowell School,NEIGHBORHOOD,1913,ELEMENTARY,00-04,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,N/A,450 W. NEDRO AVE.,PHILADELPHIA               ,PA,19120,215-276-5272,215-276-5278,David Lugo,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,1,1,1,1,1,1,0,0,0,0,0,0,0,0
3797,N/A,4.21899E+11,126515001,7360,736,"MARSHALL, JOHN SCHOOL",John Marshall School,NEIGHBORHOOD,1909,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,PRIORITY,7,N/A,4500 GRISCOM ST.,PHILADELPHIA               ,PA,19124,215-537-2521,215-537-2847,Carla Glover,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,1,1,1,1,1,1,0,0,0,0,0,0,0
7663,N/A,4.21899E+11,126515001,7370,737,"WASHINGTON, GROVER JR. MIDDLE","Grover Washington, Jr. School",NEIGHBORHOOD,2000,MIDDLE,8-May,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,201 E. OLNEY AVE.,PHILADELPHIA               ,PA,19120,215-456-0422,215-456-2181,Terry Pearsall-Hargett,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6534,N/A,4.21899E+11,126515001,7380,738,"MC CLURE, ALEXANDER K. SCHOOL",Alexander K. McClure School,NEIGHBORHOOD,1910,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,600 W. HUNTING PARK AVE.,PHILADELPHIA               ,PA,19140,215-456-3001,215-456-5587,Sharon Marino,LEARNING NETWORK 5,,Cheryl Logan,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3749,N/A,4.21899E+11,126515001,7390,739,"MORRISON, ANDREW J. SCHOOL",Andrew J. Morrison School,NEIGHBORHOOD,1924,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,N/A,5100 N. 3RD ST.,PHILADELPHIA               ,PA,19120,215-456-3004,215-456-5564,Zaida Bultes,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3750,N/A,4.21899E+11,126515001,7400,740,OLNEY ELEMENTARY SCHOOL,Olney School,NEIGHBORHOOD,1900,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,5301 N. WATER ST.,PHILADELPHIA               ,PA,19120,215-456-3003,215-456-5566,Michael Roth,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3753,N/A,4.21899E+11,126515001,7430,743,"SULLIVAN, JAMES J. SCHOOL",James J. Sullivan School,NEIGHBORHOOD,1930,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,6,N/A,5300 DITMAN ST.,PHILADELPHIA               ,PA,19124,215-537-2524,215-537-2984,Renee Morley,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3755,N/A,4.21899E+11,126515001,7440,744,"TAYLOR, BAYARD SCHOOL",Bayard Taylor School,NEIGHBORHOOD,1907,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,PRIORITY,7,N/A,3698 N. RANDOLPH ST.,PHILADELPHIA               ,PA,19140,215-227-4435,215-227-4900,David Laver,LEARNING NETWORK 5,,Cheryl Logan,0,1,1,1,1,1,1,0,0,0,0,0,0,0
7233,N/A,4.21899E+11,126515001,7460,746,"ZIEGLER, WILLIAM H. SCHOOL",William H. Ziegler School,NEIGHBORHOOD,1957,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,5935 SAUL ST.,PHILADELPHIA               ,PA,19149,215-537-2510,215-537-2987,Paul Spina,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3745,N/A,4.21899E+11,126515001,7470,747,BRIDESBURG SCHOOL,Bridesburg School,NEIGHBORHOOD,1958,ELEMENTARYMIDDLE,00-07,N/A,1,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,2824 JENKS ST.,PHILADELPHIA               ,PA,19137,215-537-2515,215-537-3145,James Serpiello,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,0,0,0,0,0
6765,N/A,4.21899E+11,126515001,7490,749,PRINCE HALL SCHOOL,Prince Hall School,NEIGHBORHOOD,1971,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,6101-6167 N. GRATZ ST.,PHILADELPHIA               ,PA,19141,215-276-5255,215-276-5803,Donna Ragsdale,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
7368,N/A,4.21899E+11,126515001,7500,750,FELTONVILLE ARTS & SCIENCES,Feltonville School of Arts and Sciences,NEIGHBORHOOD,1993,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,210 E. COURTLAND ST.,PHILADELPHIA               ,PA,19120,215-456-5603,215-456-5614,Michael Reid,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5183,N/A,4.21899E+11,126515001,7510,751,"BETHUNE, MARY MCLEOD SCHOOL",Mary M. Bethune School,NEIGHBORHOOD,1970,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,3301 OLD YORK RD.,PHILADELPHIA               ,PA,19140,215-227-4433,215-227-8658,Jamina Dingle,LEARNING NETWORK 4,,John Tupponce,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3724,N/A,4.21899E+11,126515001,7530,753,"ROWEN, WILLIAM SCHOOL",William Rowen School,NEIGHBORHOOD,1938,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,N/A,6841 N. 19TH ST.,PHILADELPHIA               ,PA,19126,215-276-5251,215-276-5806,James Murray,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,0,0,0,0,0,0,0
6767,N/A,4.21899E+11,126515001,7730,773,"CLEMENTE, ROBERTO MIDDLE SCHL",Roberto Clemente School,NEIGHBORHOOD,1916,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,PROMISE ACADEMY,2010-2011,N/A,1,PRIORITY,7,N/A,122 W. ERIE AVE.,PHILADELPHIA               ,PA,19140,215-291-5400,215-291-5421,Edward Penn,LEARNING NETWORK 5,,Cheryl Logan,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3845,393205,4.21899E+11,126515001,8010,801,"LINCOLN, ABRAHAM HIGH SCHOOL",Abraham Lincoln High School,NEIGHBORHOOD,1950,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,FOCUS,6,N/A,3201 RYAN AVE.,PHILADELPHIA               ,PA,19136,215-335-5653,215-335-5997,Donald Anticoli,LEARNING NETWORK 8,,Dion Betts,1,0,0,0,0,0,0,0,0,0,1,1,1,1
3855,393407,4.21899E+11,126515001,8020,802,NORTHEAST HIGH SCHOOL,Northeast High School,NEIGHBORHOOD,1957,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,NO DESIGNATION,10,N/A,1601 COTTMAN AVE.,PHILADELPHIA               ,PA,19111,215-728-5018,215-728-5004,Linda Carroll,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6527,393323,4.21899E+11,126515001,8030,803,"WASHINGTON, GEORGE HIGH SCHOOL",George Washington High School,NEIGHBORHOOD,1963,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,FOCUS,10,N/A,10175 BUSTLETON AVE.,PHILADELPHIA               ,PA,19116,215-961-2001,215-961-2545,Gene Jones,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8039,393394,4.21899E+11,126515001,8040,804,ARTS ACADEMY AT BENJAMIN RUSH,Arts Academy at Benjamin Rush,SPECIAL ADMIT,2008,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,11081 KNIGHTS RD.,PHILADELPHIA               ,PA,19154,215-281-2603,215-281-2674,Lori DeFields,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7072,393524,4.21899E+11,126515001,8090,809,SWENSON ARTS/TECH HIGH SCHOOL,Swenson Arts and Technology High School,CITYWIDE,2000,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Comprehensive,1,NO DESIGNATION,10,N/A,2750 RED LION RD.,PHILADELPHIA               ,PA,19114,215-961-2009,215-961-2081,Collette Langston,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7253,N/A,4.21899E+11,126515001,8120,812,"WILSON, WOODROW MIDDLE SCHOOL",Woodrow Wilson School,NEIGHBORHOOD,1928,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,1800 COTTMAN AVE.,PHILADELPHIA               ,PA,19111,215-728-5015,215-728-5051,Stefanie Ressler,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6768,N/A,4.21899E+11,126515001,8140,814,"MEEHAN, AUSTIN MIDDLE SCHOOL",Austin Meehan School,NEIGHBORHOOD,1970,MIDDLE,8-Jul,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,3001 RYAN AVE.,PHILADELPHIA               ,PA,19152,215-335-5654,215-335-5992,Mary A. Jackson,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6824,N/A,4.21899E+11,126515001,8160,816,BALDI MIDDLE SCHOOL,Baldi School,NEIGHBORHOOD,1971,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),10,N/A,8801 VERREE RD.,PHILADELPHIA               ,PA,19115,215-961-2003,215-961-2116,Eugene McLaughlin,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5041,N/A,4.21899E+11,126515001,8180,818,"HANCOCK, JOHN SCHOOL",John Hancock Demonstration School,NEIGHBORHOOD,1968,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,3700 MORRELL AVE.,PHILADELPHIA               ,PA,19114,215-281-2604,215-281-5900,William Griffin,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3758,N/A,4.21899E+11,126515001,8200,820,"ALLEN, ETHAN SCHOOL",Ethan Allen School ,NEIGHBORHOOD,1930,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,6329 BATTERSBY ST.,PHILADELPHIA               ,PA,19149,215-537-2530,215-537-2599,Cassandra Houston,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,1,1,0,0,0,0
6529,N/A,4.21899E+11,126515001,8210,821,"BROWN, JOSEPH H. SCHOOL",Joseph H. Brown School,NEIGHBORHOOD,1937,ELEMENTARY,00-06,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,3600 STANWOOD ST.,PHILADELPHIA               ,PA,19136,215-335-5650,215-335-5381,Arthurea Smith,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,0,0,0,0,0,0
3762,N/A,4.21899E+11,126515001,8230,823,"CROSSAN, KENNEDY C. SCHOOL",Kennedy C. Crossan School,NEIGHBORHOOD,1924,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,7350 BINGHAM ST.,PHILADELPHIA               ,PA,19111,215-728-5014,215-728-5955,Lynne Millard,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3763,N/A,4.21899E+11,126515001,8240,824,"DISSTON, HAMILTON SCHOOL",Hamilton Disston School,NEIGHBORHOOD,1924,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,6801 COTTAGE ST.,PHILADELPHIA               ,PA,19135,215-335-5661,215-335-5030,Kari King-Hill,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3764,N/A,4.21899E+11,126515001,8250,825,"FORREST, EDWIN SCHOOL",Edwin Forrest School,NEIGHBORHOOD,1929,ELEMENTARY,00-06,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,7300 COTTAGE ST.,PHILADELPHIA               ,PA,19136,215-335-5652,215-335-5983,Camara Wilson,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,1,0,0,0,0,0,0
3765,N/A,4.21899E+11,126515001,8260,826,FOX CHASE SCHOOL,Fox Chase School,NEIGHBORHOOD,1949,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,500 RHAWN ST.,PHILADELPHIA               ,PA,19111,215-728-5016,215-728-5006,Rob Caroselli,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3766,N/A,4.21899E+11,126515001,8270,827,"HOLME, THOMAS SCHOOL",Thomas Holme School,NEIGHBORHOOD,1950,ELEMENTARY,00-06,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,9120 ACADEMY RD.,PHILADELPHIA               ,PA,19114,215-335-5656,215-335-5033,Crystle Roye-Gill,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,1,0,0,0,0,0,0
3769,N/A,4.21899E+11,126515001,8300,830,MAYFAIR SCHOOL,Mayfair School,NEIGHBORHOOD,1949,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,3001 PRINCETON AVE.,PHILADELPHIA               ,PA,19149,215-335-5651,215-335-5035,Guy Lowery,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3770,N/A,4.21899E+11,126515001,8310,831,"MOORE, J. HAMPTON SCHOOL",J. Hampton Moore School,NEIGHBORHOOD,1952,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,6900 SUMMERDALE AVE.,PHILADELPHIA               ,PA,19111,215-728-5011,215-728-5692,Timothy Glynn,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,0,0,0,0,0,0,0
6825,N/A,4.21899E+11,126515001,8320,832,"LABRUM,GEN HARRY MIDDLE SCHOOL",General J. Harry LaBrum School,NEIGHBORHOOD,1974,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,10800 HAWLEY RD.,PHILADELPHIA               ,PA,19154,215-281-2607,215-281-5800,William Griffin,LEARNING NETWORK 8,,Dion Betts,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3773,N/A,4.21899E+11,126515001,8340,834,"SOLIS-COHEN, SOLOMON SCHOOL",Solomon Solis-Cohen School,NEIGHBORHOOD,1948,ELEMENTARY,00-06,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,7001 HORROCKS ST.,PHILADELPHIA               ,PA,19149,215-728-5012,215-728-5982,Michelina Serianni,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,1,0,0,0,0,0,0
7234,N/A,4.21899E+11,126515001,8350,835,"SPRUANCE, GILBERT SCHOOL",Gilbert Spruance School,NEIGHBORHOOD,1949,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,6401 HORROCKS ST.,PHILADELPHIA               ,PA,19149,215-537-2514,215-537-2933,Kwand Lang,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3771,N/A,4.21899E+11,126515001,8360,836,RHAWNHURST SCHOOL,Rhawnhurst School,NEIGHBORHOOD,1949,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,7809 CASTOR AVE.,PHILADELPHIA               ,PA,19152,215-728-5013,215-728-5931,Karen Howell-Toomer,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3760,N/A,4.21899E+11,126515001,8370,837,"COMLY, WATSON SCHOOL",Watson Comly School,NEIGHBORHOOD,1929,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,1001 BYBERRY RD.,PHILADELPHIA               ,PA,19116,215-961-2008,215-961-2555,Terri Salvucci,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,0,0,0,0,0,0,0
7235,N/A,4.21899E+11,126515001,8380,838,"FARRELL, LOUIS H. SCHOOL",Louis H. Farrell School,NEIGHBORHOOD,1959,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,8300 CASTOR AVE.,PHILADELPHIA               ,PA,19152,215-728-5009,215-728-5225,Nicholas Cirulli,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3781,N/A,4.21899E+11,126515001,8390,839,"FITZPATRICK, A. L. SCHOOL",A.L. Fitzpatrick School,NEIGHBORHOOD,1960,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,11061 KNIGHTS RD.,PHILADELPHIA               ,PA,19154,215-281-2602,215-281-3330,Karen White,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3803,N/A,4.21899E+11,126515001,8400,840,"FRANK, ANNE SCHOOL",Anne Frank School,NEIGHBORHOOD,1962,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),10,N/A,2000 BOWLER ST.,PHILADELPHIA               ,PA,19115,215-961-2005,215-961-2551,Mickey Komins,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3801,N/A,4.21899E+11,126515001,8410,841,"POLLOCK, ROBERT B. SCHOOL",Robert B. Pollock School,NEIGHBORHOOD,1962,ELEMENTARY,00-06,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,2850 WELSH RD.,PHILADELPHIA               ,PA,19152,215-961-2004,215-961-2597,Dontae Wilson,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,0,0,0,0,0,0
4727,N/A,4.21899E+11,126515001,8420,842,"DECATUR, STEPHEN SCHOOL",Stephen Decatur School,NEIGHBORHOOD,1964,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,3500 ACADEMY RD.,PHILADELPHIA               ,PA,19154,215-281-2606,215-281-5803,Genevieve Endy-OÍKane,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,1,1,0,0,0,0
4726,N/A,4.21899E+11,126515001,8430,843,"GREENBERG, JOSEPH SCHOOL",Joseph Greenberg School,NEIGHBORHOOD,1964,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),10,N/A,600 SHARON LN.,PHILADELPHIA               ,PA,19115,215-961-2002,215-961-2560,Gina Hubbard,LEARNING NETWORK 8,,Dion Betts,0,1,1,1,1,1,1,1,1,1,0,0,0,0
4961,N/A,4.21899E+11,126515001,8440,844,"LOESCHE, WILLIAM H. SCHOOL",William H. Loesche School,NEIGHBORHOOD,1965,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,N/A,595 TOMLINSON RD.,PHILADELPHIA               ,PA,19116,215-961-2000,215-961-2559,Victoria Velazquez,LEARNING NETWORK 8,,Dion Betts,1,1,1,1,1,1,1,0,0,0,0,0,0,0
8328,N/A,4.21899E+11,126515001,8560,856,THE WORKSHOP SCHOOL,The Workshop School,CITYWIDE,2013,HIGH,12-Sep,12-Sep,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,0,N/A,3,N/A,221 S. HANSON ST.,PHILADELPHIA               ,PA,19139,215-471-2960,215-471-2948,Simon Hauger,LEARNING NETWORK 2,INCUBATION NETWORK,Grace Cannon,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8298,N/A,4.21899E+11,126515001,8780,878,PHILADELPHIA VIRTUAL ACADEMY,Philadelphia Virtual Academy,VIRTUAL,2013,MIDDLEHIGH,12-Jun,N/A,0,0,DISTRICT,N/A,VIRTUAL,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,440 N. BROAD ST.,PHILADELPHIA               ,PA,19130,215-400-3110,215-400-3111,David Anderson,NEW SCHOOLS MODEL,,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7510,393292,4.20001E+11,126512840,3301,W01,COMMUNITY ACADEMY OF PHILA,Community Academy of Philadelphia Charter School ,CHARTER - LOTTERY,1997,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,0,1100 E. ERIE AVE.,PHILADELPHIA               ,PA,19124,215-533-6700,215-533-6722,JOSEPH H. PROIETTA,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
